Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Resolution Days,Resolved Within Target,Citizen Satisfaction,Assigned Team,Latitude,Longitude,Estimated Cost,Channel,Weather,Year,Month,Quarter,Priority Score,Resolution Category,Cost Category,Request Age
MSR-04286,By-law Enforcement,Noise Complaint,Critical,Closed,Ward 5,2024-01-02,2024-01-04,2.0,Yes,4.5,Team C,43.842805,-79.570826,709.11,Email,Extreme Cold,2024,January,Q1,4,Fast,Medium,929
MSR-07918,Transportation Services,Road Sign Damage,Low,Open,Ward 4,2024-06-28,,,,,Team D,43.874051,-79.517452,248.15,Phone,Clear,2024,June,Q2,1,Open,Low,751
MSR-08170,Transportation Services,Snow Clearing,Medium,Closed,Ward 1,2025-10-03,2025-10-07,4.0,Yes,3.3,Team G,43.840569,-79.628435,1175.97,Walk-in,Rain,2025,October,Q4,2,Average,Medium,289
MSR-00119,Waste Management,Damaged Bin,High,Closed,Ward 8,2025-12-13,2025-12-15,2.0,Yes,4.2,Team D,43.781576,-79.493828,1004.49,Web,Rain,2025,December,Q4,3,Fast,Medium,218
MSR-07846,Water Services,Water Leak,High,In Progress,Ward 9,2025-05-27,,,,,Team F,43.825382,-79.468803,926.03,Email,Snow,2025,May,Q2,3,Open,Medium,418
MSR-09131,Transportation Services,Road Sign Damage,Low,Closed,Ward 3,2024-04-02,2024-04-16,14.0,Yes,5.0,Team B,43.862256,-79.453975,886.9,Phone,Extreme Cold,2024,April,Q2,1,Slow,Medium,838
MSR-05107,Parks and Recreation,Trail Issue,Medium,Closed,Ward 6,2024-12-10,2024-12-20,10.0,Yes,3.7,Team F,43.808743,-79.477612,509.86,Web,Extreme Cold,2024,December,Q4,2,Slow,Medium,586
MSR-07764,Public Works,Graffiti,Medium,Closed,Ward 3,2024-07-23,2024-08-06,14.0,No,2.4,Team D,43.775138,-79.455483,122.96,Mobile App,Cloudy,2024,July,Q3,2,Slow,Low,726
MSR-03369,Water Services,Water Leak,Critical,In Progress,Ward 3,2024-02-08,,,,,Team H,43.917955,-79.627598,419.61,Mobile App,Extreme Cold,2024,February,Q1,4,Open,Low,892
MSR-07510,Water Services,Low Water Pressure,Low,Closed,Ward 1,2025-06-03,2025-06-12,9.0,Yes,2.8,Team E,43.837577,-79.622148,50.0,Email,Clear,2025,June,Q2,1,Slow,Low,411
MSR-09612,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 4,2024-12-08,2024-12-17,9.0,Yes,4.7,Team C,43.840059,-79.551695,50.0,Email,Snow,2024,December,Q4,2,Slow,Low,588
MSR-06804,By-law Enforcement,Parking Violation,Low,In Progress,Ward 2,2025-05-15,,,,,Team F,43.855952,-79.540708,1259.01,Web,Snow,2025,May,Q2,1,Open,Medium,430
MSR-01043,Transportation Services,Road Sign Damage,Medium,Closed,Ward 5,2024-08-11,2024-08-12,1.0,Yes,4.7,Team E,43.877671,-79.542057,50.0,Mobile App,Rain,2024,August,Q3,2,Fast,Low,707
MSR-09282,Transportation Services,Snow Clearing,Medium,Closed,Ward 9,2024-09-24,2024-10-01,7.0,Yes,3.1,Team B,43.790126,-79.577828,50.0,Walk-in,Rain,2024,September,Q3,2,Average,Low,663
MSR-05720,Waste Management,Missed Collection,Low,In Progress,Ward 7,2024-01-01,,,,,Team A,43.811665,-79.552786,289.3,Mobile App,Cloudy,2024,January,Q1,1,Open,Low,930
MSR-07037,Water Services,Low Water Pressure,Low,Closed,Ward 8,2024-12-30,2025-01-11,12.0,Yes,4.7,Team C,43.818833,-79.502136,1355.34,Walk-in,Extreme Cold,2024,December,Q4,1,Slow,Medium,566
MSR-01408,Public Works,Pothole,Low,Closed,Ward 5,2025-07-03,2025-07-16,13.0,Yes,5.0,Team C,43.916701,-79.64483,1834.6,Web,Snow,2025,July,Q3,1,Slow,High,381
MSR-07606,Parks and Recreation,Playground Repair,Medium,Open,Ward 4,2024-08-14,,,,,Team D,43.825744,-79.529303,1058.11,Phone,Extreme Cold,2024,August,Q3,2,Open,Medium,704
MSR-09308,Public Works,Road Damage,Low,Closed,Ward 8,2025-08-08,2025-08-23,15.0,Yes,4.4,Team A,43.836829,-79.584776,854.94,Phone,Extreme Cold,2025,August,Q3,1,Slow,Medium,345
MSR-00473,By-law Enforcement,Noise Complaint,Medium,Open,Ward 10,2025-07-09,,,,,Team F,43.852037,-79.626142,516.7,Web,Extreme Cold,2025,July,Q3,2,Open,Medium,375
MSR-03503,Public Works,Graffiti,Medium,Open,Ward 5,2024-07-31,,,,,Team G,43.79322,-79.503272,1718.81,Phone,Rain,2024,July,Q3,2,Open,High,718
MSR-02572,Transportation Services,Road Sign Damage,High,Closed,Ward 7,2025-09-13,2025-09-15,2.0,Yes,4.2,Team D,43.874796,-79.660855,464.19,Email,Snow,2025,September,Q3,3,Fast,Low,309
MSR-08573,Public Works,Graffiti,Medium,Closed,Ward 7,2025-01-10,2025-01-18,8.0,Yes,3.7,Team B,43.811325,-79.600586,908.97,Phone,Extreme Cold,2025,January,Q1,2,Slow,Medium,555
MSR-01050,Public Works,Sidewalk Repair,Medium,Closed,Ward 3,2024-08-28,2024-09-03,6.0,Yes,3.3,Team E,43.794625,-79.552468,767.6,Phone,Snow,2024,August,Q3,2,Average,Medium,690
MSR-01915,By-law Enforcement,Animal Control,High,Closed,Ward 6,2025-08-16,2025-08-19,3.0,Yes,3.3,Team F,43.866239,-79.638444,1959.83,Web,Snow,2025,August,Q3,3,Fast,High,337
MSR-08399,Transportation Services,Traffic Signal Issue,High,Closed,Ward 2,2025-03-29,2025-04-03,5.0,Yes,5.0,Team A,43.81352,-79.541218,734.94,Web,Extreme Cold,2025,March,Q1,3,Average,Medium,477
MSR-07457,Public Works,Pothole,Medium,Closed,Ward 6,2024-07-17,2024-07-26,9.0,Yes,4.4,Team H,43.797775,-79.677189,1355.98,Web,Clear,2024,July,Q3,2,Slow,Medium,732
MSR-08102,By-law Enforcement,Parking Violation,Medium,Closed,Ward 5,2025-02-16,2025-02-28,12.0,No,2.2,Team B,43.869435,-79.548293,1080.58,Walk-in,Snow,2025,February,Q1,2,Slow,Medium,518
MSR-06256,Waste Management,Illegal Dumping,Critical,Open,Ward 2,2024-07-30,,,,,Team E,43.866127,-79.655087,693.07,Walk-in,Cloudy,2024,July,Q3,4,Open,Medium,719
MSR-08178,Parks and Recreation,Playground Repair,Medium,Closed,Ward 2,2024-10-16,2024-10-16,0.0,Yes,4.3,Team F,43.804371,-79.451683,1933.97,Email,Rain,2024,October,Q4,2,Fast,High,641
MSR-09458,By-law Enforcement,Parking Violation,High,Closed,Ward 6,2025-02-08,2025-02-12,4.0,Yes,4.0,Team B,43.86159,-79.629614,213.04,Web,Extreme Cold,2025,February,Q1,3,Average,Low,526
MSR-03982,By-law Enforcement,Animal Control,High,Open,Ward 6,2024-04-08,,,,,Team G,43.791158,-79.508766,1447.25,Mobile App,Rain,2024,April,Q2,3,Open,Medium,832
MSR-09120,Waste Management,Missed Collection,Medium,Closed,Ward 2,2025-05-22,2025-05-29,7.0,Yes,4.4,Team E,43.848498,-79.657356,50.0,Mobile App,Rain,2025,May,Q2,2,Average,Low,423
MSR-07177,Public Works,Pothole,Medium,Open,Ward 8,2024-11-16,,,,,Team G,43.825534,-79.593013,775.18,Email,Cloudy,2024,November,Q4,2,Open,Medium,610
MSR-09996,Parks and Recreation,Playground Repair,Medium,Closed,Ward 2,2024-05-02,2024-05-15,13.0,No,1.9,Team C,43.774167,-79.624797,970.58,Walk-in,Clear,2024,May,Q2,2,Slow,Medium,808
MSR-01200,Water Services,Water Quality,Medium,Closed,Ward 3,2024-10-02,2024-10-11,9.0,Yes,2.0,Team E,43.819131,-79.667261,715.46,Phone,Extreme Cold,2024,October,Q4,2,Slow,Medium,655
MSR-03445,Water Services,Water Quality,Medium,In Progress,Ward 5,2024-04-13,,,,,Team E,43.806532,-79.449543,368.42,Email,Extreme Cold,2024,April,Q2,2,Open,Low,827
MSR-05858,By-law Enforcement,Noise Complaint,High,Closed,Ward 3,2025-05-24,2025-05-25,1.0,Yes,5.0,Team G,43.823543,-79.608043,1006.53,Mobile App,Cloudy,2025,May,Q2,3,Fast,Medium,421
MSR-05846,Parks and Recreation,Park Maintenance,Low,Closed,Ward 8,2025-02-08,2025-02-13,5.0,Yes,4.3,Team G,43.869494,-79.524229,659.59,Phone,Clear,2025,February,Q1,1,Average,Medium,526
MSR-01571,Water Services,Water Leak,Medium,Closed,Ward 2,2025-04-30,2025-05-08,8.0,Yes,3.4,Team D,43.809023,-79.574164,1183.61,Mobile App,Snow,2025,April,Q2,2,Slow,Medium,445
MSR-03421,Waste Management,Recycling Issue,Medium,Open,Ward 8,2025-07-13,,,,,Team E,43.870631,-79.463082,1147.93,Phone,Clear,2025,July,Q3,2,Open,Medium,371
MSR-04214,By-law Enforcement,Parking Violation,High,Closed,Ward 7,2024-12-02,2024-12-06,4.0,Yes,4.3,Team F,43.852675,-79.587995,1538.36,Walk-in,Rain,2024,December,Q4,3,Average,High,594
MSR-06758,Parks and Recreation,Trail Issue,Low,Closed,Ward 5,2024-12-28,2025-01-04,7.0,Yes,3.6,Team C,43.831642,-79.652833,909.65,Mobile App,Rain,2024,December,Q4,1,Average,Medium,568
MSR-00678,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 6,2024-05-05,2024-05-11,6.0,Yes,5.0,Team E,43.864422,-79.657167,1041.12,Web,Clear,2024,May,Q2,1,Average,Medium,805
MSR-01870,Parks and Recreation,Park Maintenance,High,Closed,Ward 8,2025-07-23,2025-07-26,3.0,Yes,3.4,Team A,43.877242,-79.51651,1203.79,Phone,Clear,2025,July,Q3,3,Fast,Medium,361
MSR-01607,Parks and Recreation,Tree Damage,Low,Closed,Ward 2,2025-08-31,2025-09-01,1.0,Yes,4.5,Team E,43.859664,-79.442771,1097.31,Web,Clear,2025,August,Q3,1,Fast,Medium,322
MSR-03737,Parks and Recreation,Playground Repair,Medium,Closed,Ward 1,2025-12-21,2025-12-31,10.0,Yes,2.8,Team C,43.777765,-79.492875,1797.94,Web,Cloudy,2025,December,Q4,2,Slow,High,210
MSR-09265,Water Services,Water Quality,High,Closed,Ward 1,2025-01-04,2025-01-06,2.0,Yes,3.7,Team G,43.884822,-79.434597,955.72,Walk-in,Clear,2025,January,Q1,3,Fast,Medium,561
MSR-09930,By-law Enforcement,Property Standards,Medium,Closed,Ward 3,2024-06-23,2024-06-27,4.0,Yes,5.0,Team C,43.892561,-79.645415,1291.96,Web,Clear,2024,June,Q2,2,Average,Medium,756
MSR-07408,Public Works,Pothole,Low,Closed,Ward 5,2024-01-13,2024-01-15,2.0,Yes,3.9,Team E,43.867798,-79.519989,1122.47,Web,Snow,2024,January,Q1,1,Fast,Medium,918
MSR-01060,By-law Enforcement,Animal Control,Medium,Closed,Ward 7,2025-07-17,2025-07-30,13.0,No,3.5,Team A,43.811821,-79.63372,952.03,Mobile App,Snow,2025,July,Q3,2,Slow,Medium,367
MSR-00142,Water Services,Low Water Pressure,Medium,Closed,Ward 7,2024-05-31,2024-06-05,5.0,Yes,4.3,Team D,43.851611,-79.497865,447.68,Web,Cloudy,2024,May,Q2,2,Average,Low,779
MSR-07876,By-law Enforcement,Parking Violation,Low,Open,Ward 6,2024-11-22,,,,,Team F,43.91868,-79.600293,303.61,Web,Snow,2024,November,Q4,1,Open,Low,604
MSR-09201,Public Works,Road Damage,High,Closed,Ward 1,2024-09-23,2024-09-29,6.0,No,2.1,Team B,43.798394,-79.428599,595.25,Mobile App,Extreme Cold,2024,September,Q3,3,Average,Medium,664
MSR-06370,Transportation Services,Snow Clearing,Critical,Closed,Ward 10,2024-10-05,2024-10-05,0.0,Yes,5.0,Team A,43.821888,-79.525882,2148.6,Walk-in,Cloudy,2024,October,Q4,4,Fast,High,652
MSR-01944,Parks and Recreation,Tree Damage,Low,Closed,Ward 8,2025-06-11,2025-06-26,15.0,Yes,4.5,Team H,43.85118,-79.501175,219.35,Email,Clear,2025,June,Q2,1,Slow,Low,403
MSR-02681,Water Services,Sewer Backup,Medium,Closed,Ward 4,2024-06-20,2024-06-29,9.0,Yes,5.0,Team E,43.848128,-79.540008,1179.62,Web,Cloudy,2024,June,Q2,2,Slow,Medium,759
MSR-00674,Public Works,Road Damage,Medium,Closed,Ward 10,2024-06-25,2024-07-02,7.0,Yes,3.7,Team B,43.870687,-79.473215,373.14,Email,Cloudy,2024,June,Q2,2,Average,Low,754
MSR-02798,Waste Management,Illegal Dumping,Medium,Closed,Ward 9,2024-04-15,2024-04-22,7.0,Yes,3.6,Unassigned,43.890769,-79.62023,1792.91,Phone,Snow,2024,April,Q2,2,Average,High,825
MSR-02441,Waste Management,Missed Collection,Medium,Closed,Ward 2,2024-06-21,2024-07-01,10.0,Yes,4.7,Team C,43.767691,-79.512763,47712.53,Phone,Extreme Cold,2024,June,Q2,2,Slow,High,758
MSR-06781,Parks and Recreation,Tree Damage,Medium,Closed,Ward 4,2025-09-25,2025-09-27,2.0,Yes,4.7,Team G,43.881007,-79.505572,608.58,Walk-in,Clear,2025,September,Q3,2,Fast,Medium,297
MSR-07202,Public Works,Road Damage,Medium,Open,Ward 8,2024-08-10,,,,,Team F,43.867351,-79.447596,800.08,Phone,Clear,2024,August,Q3,2,Open,Medium,708
MSR-04249,Water Services,Water Leak,Medium,Closed,Ward 10,2024-03-28,2024-04-03,6.0,Yes,5.0,Team C,43.780744,-79.575163,730.96,Phone,Extreme Cold,2024,March,Q1,2,Average,Medium,843
MSR-08945,Parks and Recreation,Tree Damage,High,Closed,Ward 7,2024-09-23,2024-09-28,5.0,Yes,4.5,Team H,43.797729,-79.562956,1299.66,Walk-in,Rain,2024,September,Q3,3,Average,Medium,664
MSR-02031,Water Services,Water Quality,High,Closed,Ward 6,2024-01-01,2024-01-04,3.0,Yes,3.9,Team H,43.876475,-79.570182,1117.33,Mobile App,Snow,2024,January,Q1,3,Fast,Medium,930
MSR-07715,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 6,2025-11-05,2025-11-11,6.0,Yes,3.6,Team E,43.780394,-79.645893,669.27,Walk-in,Snow,2025,November,Q4,1,Average,Medium,256
MSR-09010,Waste Management,Illegal Dumping,Medium,Closed,Ward 3,2024-01-27,2024-02-01,5.0,Yes,5.0,Team H,43.891024,-79.454462,798.53,Mobile App,Rain,2024,January,Q1,2,Average,Medium,904
MSR-04832,By-law Enforcement,Parking Violation,High,Closed,Ward 10,2025-10-30,2025-11-02,3.0,Yes,4.3,Team G,43.888868,-79.522773,502.61,Web,Rain,2025,October,Q4,3,Fast,Medium,262
MSR-01805,Waste Management,Damaged Bin,Medium,In Progress,Ward 4,2024-08-20,,,,,Team B,43.788008,-79.656478,1448.25,Walk-in,Snow,2024,August,Q3,2,Open,Medium,698
MSR-04283,Transportation Services,Road Sign Damage,High,Closed,Ward 7,2025-02-19,2025-02-20,1.0,Yes,4.5,Team H,43.907495,-79.67961,908.32,Phone,Rain,2025,February,Q1,3,Fast,Medium,515
MSR-08672,Transportation Services,Snow Clearing,Medium,In Progress,Ward 1,2024-05-18,,,,,Team A,43.85438,-79.462883,1850.67,Email,Extreme Cold,2024,May,Q2,2,Open,High,792
MSR-02894,Water Services,Water Leak,Medium,Closed,Ward 10,2025-11-06,2025-11-11,5.0,Yes,3.7,Team G,43.861472,-79.652452,1466.7,Phone,Snow,2025,November,Q4,2,Average,Medium,255
MSR-06158,By-law Enforcement,Noise Complaint,Medium,Open,Ward 2,2025-02-14,,,,,Team D,43.838321,-79.629538,1654.19,Phone,Extreme Cold,2025,February,Q1,2,Open,High,520
MSR-08835,Parks and Recreation,Playground Repair,Medium,Open,Ward 2,2025-05-04,,,,,Team B,43.890517,-79.663951,1169.08,Mobile App,Extreme Cold,2025,May,Q2,2,Open,Medium,441
MSR-04659,Public Works,Road Damage,Critical,Closed,Ward 1,2025-12-20,2025-12-21,1.0,Yes,4.3,Team H,43.775929,-79.624896,785.68,Mobile App,Extreme Cold,2025,December,Q4,4,Fast,Medium,211
MSR-04481,Parks and Recreation,Playground Repair,Medium,Closed,Ward 7,2024-08-07,2024-08-14,7.0,Yes,3.1,Team C,43.905388,-79.464893,664.93,Phone,Extreme Cold,2024,August,Q3,2,Average,Medium,711
MSR-00428,Water Services,Sewer Backup,Medium,Open,Ward 3,2024-11-11,,,,,Team B,43.912941,-79.661902,50.0,Walk-in,Cloudy,2024,November,Q4,2,Open,Low,615
MSR-06401,Parks and Recreation,Tree Damage,Low,Closed,Ward 9,2024-12-11,2024-12-17,6.0,Yes,5.0,Team G,43.919684,-79.423166,269.89,Phone,Clear,2024,December,Q4,1,Average,Low,585
MSR-08742,Parks and Recreation,Trail Issue,Medium,Open,Ward 4,2024-01-14,,,,,Team H,43.878047,-79.623288,1599.8,Email,Extreme Cold,2024,January,Q1,2,Open,High,917
MSR-06617,Public Works,Sidewalk Repair,Low,Closed,Ward 6,2024-10-02,2024-10-15,13.0,Yes,2.7,Team A,43.861669,-79.44117,57.62,Walk-in,Cloudy,2024,October,Q4,1,Slow,Low,655
MSR-03543,Waste Management,Missed Collection,Low,Closed,Ward 1,2025-11-18,2025-12-02,14.0,Yes,3.2,Team D,43.793111,-79.672402,241.52,Web,Snow,2025,November,Q4,1,Slow,Low,243
MSR-02347,By-law Enforcement,Animal Control,Low,Closed,Ward 7,2025-01-09,2025-01-13,4.0,Yes,3.5,Team F,43.818895,-79.498822,50.0,Email,Snow,2025,January,Q1,1,Average,Low,556
MSR-06956,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 4,2025-12-26,2025-12-31,5.0,Yes,4.3,Team B,43.838854,-79.601023,910.97,Email,Clear,2025,December,Q4,2,Average,Medium,205
MSR-03515,Parks and Recreation,Playground Repair,Medium,Open,Ward 2,2024-11-04,,,,,Team G,43.917127,-79.641784,1936.99,Web,Rain,2024,November,Q4,2,Open,High,622
MSR-08469,Water Services,Sewer Backup,Low,Closed,Ward 6,2024-10-17,2024-10-27,10.0,Yes,4.3,Team G,43.888595,-79.497105,1220.24,Walk-in,Extreme Cold,2024,October,Q4,1,Slow,Medium,640
MSR-03717,Water Services,Sewer Backup,Medium,Closed,Ward 2,2025-09-14,2025-09-23,9.0,Yes,3.2,Team A,43.815123,-79.451974,331.56,Mobile App,Cloudy,2025,September,Q3,2,Slow,Low,308
MSR-07367,By-law Enforcement,Animal Control,Medium,Closed,Ward 4,2024-12-23,2024-12-26,3.0,Yes,5.0,Team C,43.864149,-79.568248,860.47,Web,Snow,2024,December,Q4,2,Fast,Medium,573
MSR-02320,Waste Management,Illegal Dumping,Medium,In Progress,Ward 2,2025-05-08,,,,,Team H,43.875369,-79.441099,367.91,Phone,Clear,2025,May,Q2,2,Open,Low,437
MSR-09671,Public Works,Sidewalk Repair,Medium,Closed,Ward 7,2024-05-12,2024-05-14,2.0,Yes,4.0,Team G,43.885719,-79.480666,912.6,Mobile App,Snow,2024,May,Q2,2,Fast,Medium,798
MSR-03625,By-law Enforcement,Noise Complaint,High,In Progress,Ward 7,2025-06-16,,,,,Team D,43.762175,-79.483356,50.0,Email,Clear,2025,June,Q2,3,Open,Low,398
MSR-05314,By-law Enforcement,Property Standards,Low,Closed,Ward 7,2025-05-09,2025-05-18,9.0,Yes,4.5,Team A,43.849699,-79.618368,1263.71,Web,Extreme Cold,2025,May,Q2,1,Slow,Medium,436
MSR-01389,Public Works,Sidewalk Repair,Low,Closed,Ward 3,2024-12-21,2025-01-07,17.0,No,2.6,Team A,43.869823,-79.612496,294.79,Email,Snow,2024,December,Q4,1,Slow,Low,575
MSR-00958,Public Works,Graffiti,Low,Closed,Ward 7,2025-02-13,2025-02-26,13.0,Yes,4.4,Team B,43.817663,-79.599405,784.11,Email,Snow,2025,February,Q1,1,Slow,Medium,521
MSR-01800,Public Works,Road Damage,Medium,In Progress,Ward 2,2024-11-28,,,,,Team B,43.860446,-79.577679,715.25,Web,Extreme Cold,2024,November,Q4,2,Open,Medium,598
MSR-02411,Public Works,Sidewalk Repair,Low,Closed,Ward 8,2024-07-21,2024-07-21,0.0,Yes,2.4,Team C,43.856406,-79.544177,586.34,Walk-in,Extreme Cold,2024,July,Q3,1,Fast,Medium,728
MSR-09321,Parks and Recreation,Trail Issue,Medium,Closed,Ward 8,2024-07-20,2024-07-24,4.0,Yes,4.3,Team E,43.915966,-79.570028,77.36,Walk-in,Rain,2024,July,Q3,2,Average,Low,729
MSR-05234,Parks and Recreation,Tree Damage,Medium,Closed,Ward 7,2024-07-08,2024-07-18,10.0,Yes,3.6,Team H,43.769111,-79.554965,142.56,Phone,Cloudy,2024,July,Q3,2,Slow,Low,741
MSR-05415,Public Works,Sidewalk Repair,High,Closed,Ward 6,2024-05-18,2024-05-23,5.0,Yes,4.0,Team D,43.787888,-79.421525,77.61,Web,Snow,2024,May,Q2,3,Average,Low,792
MSR-06578,Public Works,Graffiti,High,Closed,Ward 7,2024-01-21,2024-01-27,6.0,No,3.0,Team G,43.887923,-79.614293,50.0,Mobile App,Cloudy,2024,January,Q1,3,Average,Low,910
MSR-09432,Parks and Recreation,Tree Damage,Low,Closed,Ward 6,2024-12-06,2024-12-12,6.0,Yes,5.0,Team E,43.902731,-79.617813,84.35,Phone,Cloudy,2024,December,Q4,1,Average,Low,590
MSR-08445,Water Services,Sewer Backup,Medium,Closed,Ward 3,2024-10-11,2024-10-17,6.0,Yes,5.0,Team D,43.869477,-79.645972,1855.15,Email,Snow,2024,October,Q4,2,Average,High,646
MSR-08849,Parks and Recreation,Tree Damage,Medium,Closed,Ward 5,2025-06-17,2025-06-18,1.0,Yes,4.1,Team G,43.827882,-79.434028,2131.01,Mobile App,Cloudy,2025,June,Q2,2,Fast,High,397
MSR-03425,Transportation Services,Snow Clearing,Medium,Closed,Ward 4,2024-06-09,2024-06-09,0.0,Yes,4.6,Team F,43.889157,-79.548031,441.19,Web,Extreme Cold,2024,June,Q2,2,Fast,Low,770
MSR-03231,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 10,2024-11-26,2024-11-29,3.0,Yes,5.0,Team E,43.909679,-79.615359,1490.92,Email,Rain,2024,November,Q4,2,Fast,Medium,600
MSR-04164,Water Services,Water Leak,Low,Closed,Ward 3,2024-10-27,2024-11-08,12.0,Yes,3.3,Team E,43.892596,-79.581946,311.22,Phone,Cloudy,2024,October,Q4,1,Slow,Low,630
MSR-01269,Parks and Recreation,Tree Damage,Medium,Closed,Ward 6,2025-11-16,2025-11-22,6.0,Yes,5.0,Team E,43.877262,-79.570289,60.64,Phone,Extreme Cold,2025,November,Q4,2,Average,Low,245
MSR-01885,Parks and Recreation,Trail Issue,Medium,Closed,Ward 1,2024-01-03,2024-01-10,7.0,Yes,4.2,Team C,43.873397,-79.511512,321.6,Mobile App,Cloudy,2024,January,Q1,2,Average,Low,928
MSR-08332,Waste Management,Missed Collection,Low,Closed,Ward 6,2025-04-15,2025-05-01,16.0,No,3.6,Team C,43.836184,-79.532413,1057.41,Walk-in,Clear,2025,April,Q2,1,Slow,Medium,460
MSR-09367,Parks and Recreation,Trail Issue,High,Open,Ward 3,2025-06-19,,,,,Team C,43.8699,-79.515282,653.09,Mobile App,Snow,2025,June,Q2,3,Open,Medium,395
MSR-04787,Waste Management,Illegal Dumping,Medium,Closed,Ward 10,2025-02-23,2025-03-03,8.0,Yes,3.2,Team E,43.825261,-79.493874,50.0,Mobile App,Cloudy,2025,February,Q1,2,Slow,Low,511
MSR-08242,By-law Enforcement,Parking Violation,Low,In Progress,Ward 5,2025-10-20,,,,,Team C,43.899618,-79.49452,1046.86,Phone,Cloudy,2025,October,Q4,1,Open,Medium,272
MSR-05125,Waste Management,Illegal Dumping,High,Closed,Ward 9,2024-10-10,2024-10-12,2.0,Yes,4.9,Team H,43.908688,-79.463182,454.84,Walk-in,Extreme Cold,2024,October,Q4,3,Fast,Low,647
MSR-06791,Water Services,Low Water Pressure,Medium,Closed,Ward 6,2024-10-15,2024-10-20,5.0,Yes,4.1,Team H,43.894149,-79.449061,1518.64,Web,Cloudy,2024,October,Q4,2,Average,High,642
MSR-05732,Water Services,Low Water Pressure,Low,Closed,Ward 5,2024-11-07,2024-11-09,2.0,Yes,4.6,Team B,43.76596,-79.661798,1205.4,Phone,Extreme Cold,2024,November,Q4,1,Fast,Medium,619
MSR-00139,Water Services,Sewer Backup,High,Closed,Ward 6,2024-05-27,2024-05-31,4.0,Yes,4.9,Team H,43.840012,-79.668221,1201.91,Walk-in,Cloudy,2024,May,Q2,3,Average,Medium,783
MSR-09395,Public Works,Sidewalk Repair,Medium,Closed,Ward 2,2024-07-22,2024-08-01,10.0,Yes,4.0,Team B,43.767114,-79.652647,756.26,Walk-in,Rain,2024,July,Q3,2,Slow,Medium,727
MSR-03120,Parks and Recreation,Trail Issue,Medium,Closed,Ward 8,2024-01-09,2024-01-17,8.0,Yes,4.2,Team A,43.851558,-79.510446,437.34,Email,Clear,2024,January,Q1,2,Slow,Low,922
MSR-08356,Waste Management,Illegal Dumping,Medium,Closed,Ward 6,2025-09-22,2025-10-03,11.0,No,3.1,Team D,43.861392,-79.640484,2078.44,Mobile App,Extreme Cold,2025,September,Q3,2,Slow,High,300
MSR-02544,By-law Enforcement,Parking Violation,Critical,Closed,Ward 6,2024-09-12,2024-09-13,1.0,Yes,4.6,Team C,43.889294,-79.575122,1141.36,Phone,Extreme Cold,2024,September,Q3,4,Fast,Medium,675
MSR-01673,Water Services,Low Water Pressure,High,Closed,Ward 3,2025-09-30,2025-10-07,7.0,No,2.6,Team B,43.9008,-79.469698,50.0,Walk-in,Extreme Cold,2025,September,Q3,3,Average,Low,292
MSR-09350,Waste Management,Illegal Dumping,Medium,Open,Ward 2,2024-09-24,,,,,Team B,43.906475,-79.437025,1085.75,Email,Cloudy,2024,September,Q3,2,Open,Medium,663
MSR-09690,By-law Enforcement,Animal Control,Medium,Closed,Ward 2,2024-05-23,2024-05-28,5.0,Yes,4.2,Team G,43.911685,-79.508217,1316.48,Email,Cloudy,2024,May,Q2,2,Average,Medium,787
MSR-09799,By-law Enforcement,Parking Violation,High,Closed,Ward 6,2025-12-09,2025-12-15,6.0,No,3.2,Team G,43.797585,-79.561147,496.67,Walk-in,Cloudy,2025,December,Q4,3,Average,Low,222
MSR-03371,Parks and Recreation,Trail Issue,Medium,Closed,Ward 7,2024-07-11,2024-07-14,3.0,Yes,3.4,Team A,43.813092,-79.66277,897.24,Email,Snow,2024,July,Q3,2,Fast,Medium,738
MSR-07868,Parks and Recreation,Playground Repair,Medium,Closed,Ward 1,2024-03-04,2024-03-09,5.0,Yes,4.3,Team A,43.793612,-79.475827,784.74,Walk-in,Cloudy,2024,March,Q1,2,Average,Medium,867
MSR-02391,By-law Enforcement,Property Standards,Low,Closed,Ward 1,2025-05-14,2025-05-23,9.0,Yes,3.7,Team E,43.918215,-79.648992,659.66,Email,Clear,2025,May,Q2,1,Slow,Medium,431
MSR-06559,Transportation Services,Road Sign Damage,Low,Closed,Ward 8,2025-05-13,2025-05-24,11.0,Yes,4.2,Team A,43.849033,-79.53818,536.95,Phone,Snow,2025,May,Q2,1,Slow,Medium,432
